image,variant,flow_threshold,cellprob_threshold,cell_count,diameter_estimate
CP HEK293 (13),D_clahe,0.4,0.0,0,-1
CP HEK293 (13),D_clahe,0.4,1.0,0,-1
CP HEK293 (13),D_clahe,0.4,2.0,0,-1
CP HEK293 (13),D_clahe,0.5,-3.0,0,-1
CP HEK293 (13),D_clahe,0.5,-2.0,0,-1
CP HEK293 (13),D_clahe,0.5,-1.0,3,-1
CP HEK293 (13),D_clahe,0.5,0.0,2,-1
CP HEK293 (13),D_clahe,0.5,1.0,0,-1
CP HEK293 (13),D_clahe,0.5,2.0,0,-1
CP HEK293 (13),D_clahe,0.6,-3.0,0,-1
CP HEK293 (13),D_clahe,0.6,-2.0,3,-1
CP HEK293 (13),D_clahe,0.6,-1.0,4,-1
CP HEK293 (13),D_clahe,0.6,0.0,2,-1
CP HEK293 (13),D_clahe,0.6,1.0,0,-1
CP HEK293 (13),D_clahe,0.6,2.0,0,-1
CP HEK293 (13),D_clahe,0.7,-3.0,4,-1
CP HEK293 (13),D_clahe,0.7,-2.0,5,-1
CP HEK293 (13),D_clahe,0.7,-1.0,4,-1
CP HEK293 (13),D_clahe,0.7,0.0,2,-1
CP HEK293 (13),D_clahe,0.7,1.0,0,-1
CP HEK293 (13),D_clahe,0.7,2.0,0,-1
CP HEK293 (13),D_clahe,0.8,-3.0,7,-1
CP HEK293 (13),D_clahe,0.8,-2.0,11,-1
CP HEK293 (13),D_clahe,0.8,-1.0,7,-1
CP HEK293 (13),D_clahe,0.8,0.0,3,-1
CP HEK293 (13),D_clahe,0.8,1.0,0,-1
CP HEK293 (13),D_clahe,0.8,2.0,0,-1
CP HEK293 (13),D_clahe,0.9,-3.0,18,-1
CP HEK293 (13),D_clahe,0.9,-2.0,15,-1
CP HEK293 (13),D_clahe,0.9,-1.0,9,-1
CP HEK293 (13),D_clahe,0.9,0.0,3,-1
CP HEK293 (13),D_clahe,0.9,1.0,0,-1
CP HEK293 (13),D_clahe,0.9,2.0,0,-1
CP HEK293 (13),D_clahe,1.0,-3.0,45,-1
CP HEK293 (13),D_clahe,1.0,-2.0,22,-1
CP HEK293 (13),D_clahe,1.0,-1.0,10,-1
CP HEK293 (13),D_clahe,1.0,0.0,3,-1
CP HEK293 (13),D_clahe,1.0,1.0,0,-1
CP HEK293 (13),D_clahe,1.0,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.2,-3.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.2,-2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.2,-1.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.2,0.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.2,1.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.2,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.3,-3.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.3,-2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.3,-1.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.3,0.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.3,1.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.3,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.4,-3.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.4,-2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.4,-1.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.4,0.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.4,1.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.4,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.5,-3.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.5,-2.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.5,-1.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.5,0.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.5,1.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.5,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.6,-3.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.6,-2.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.6,-1.0,4,-1
CP HEK293 (13),E_clahe_denoise,0.6,0.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.6,1.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.6,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.7,-3.0,3,-1
CP HEK293 (13),E_clahe_denoise,0.7,-2.0,4,-1
CP HEK293 (13),E_clahe_denoise,0.7,-1.0,4,-1
CP HEK293 (13),E_clahe_denoise,0.7,0.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.7,1.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.7,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.8,-3.0,5,-1
CP HEK293 (13),E_clahe_denoise,0.8,-2.0,8,-1
CP HEK293 (13),E_clahe_denoise,0.8,-1.0,4,-1
CP HEK293 (13),E_clahe_denoise,0.8,0.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.8,1.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.8,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,0.9,-3.0,15,-1
CP HEK293 (13),E_clahe_denoise,0.9,-2.0,13,-1
CP HEK293 (13),E_clahe_denoise,0.9,-1.0,5,-1
CP HEK293 (13),E_clahe_denoise,0.9,0.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.9,1.0,1,-1
CP HEK293 (13),E_clahe_denoise,0.9,2.0,0,-1
CP HEK293 (13),E_clahe_denoise,1.0,-3.0,32,-1
CP HEK293 (13),E_clahe_denoise,1.0,-2.0,17,-1
CP HEK293 (13),E_clahe_denoise,1.0,-1.0,5,-1
CP HEK293 (13),E_clahe_denoise,1.0,0.0,1,-1
CP HEK293 (13),E_clahe_denoise,1.0,1.0,1,-1
CP HEK293 (13),E_clahe_denoise,1.0,2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.2,-3.0,0,-1
CP HEK293 (13),F_rolling_ball,0.2,-2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.2,-1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.2,0.0,0,-1
CP HEK293 (13),F_rolling_ball,0.2,1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.2,2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.3,-3.0,0,-1
CP HEK293 (13),F_rolling_ball,0.3,-2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.3,-1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.3,0.0,0,-1
CP HEK293 (13),F_rolling_ball,0.3,1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.3,2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.4,-3.0,0,-1
CP HEK293 (13),F_rolling_ball,0.4,-2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.4,-1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.4,0.0,1,-1
CP HEK293 (13),F_rolling_ball,0.4,1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.4,2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.5,-3.0,0,-1
CP HEK293 (13),F_rolling_ball,0.5,-2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.5,-1.0,1,-1
CP HEK293 (13),F_rolling_ball,0.5,0.0,1,-1
CP HEK293 (13),F_rolling_ball,0.5,1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.5,2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.6,-3.0,0,-1
CP HEK293 (13),F_rolling_ball,0.6,-2.0,1,-1
CP HEK293 (13),F_rolling_ball,0.6,-1.0,3,-1
CP HEK293 (13),F_rolling_ball,0.6,0.0,1,-1
CP HEK293 (13),F_rolling_ball,0.6,1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.6,2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.7,-3.0,1,-1
CP HEK293 (13),F_rolling_ball,0.7,-2.0,6,-1
CP HEK293 (13),F_rolling_ball,0.7,-1.0,6,-1
CP HEK293 (13),F_rolling_ball,0.7,0.0,1,-1
CP HEK293 (13),F_rolling_ball,0.7,1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.7,2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.8,-3.0,6,-1
CP HEK293 (13),F_rolling_ball,0.8,-2.0,9,-1
CP HEK293 (13),F_rolling_ball,0.8,-1.0,6,-1
CP HEK293 (13),F_rolling_ball,0.8,0.0,1,-1
CP HEK293 (13),F_rolling_ball,0.8,1.0,0,-1
CP HEK293 (13),F_rolling_ball,0.8,2.0,0,-1
CP HEK293 (13),F_rolling_ball,0.9,-3.0,18,-1
CP HEK293 (13),F_rolling_ball,0.9,-2.0,14,-1
CP HEK293 (13),F_rolling_ball,0.9,-1.0,7,-1
CP HEK293 (13),F_rolling_ball,0.9,0.0,1,-1
CP HEK293 (13),F_rolling_ball,0.9,1.0,1,-1
CP HEK293 (13),F_rolling_ball,0.9,2.0,0,-1
CP HEK293 (13),F_rolling_ball,1.0,-3.0,28,-1
CP HEK293 (13),F_rolling_ball,1.0,-2.0,22,-1
CP HEK293 (13),F_rolling_ball,1.0,-1.0,7,-1
CP HEK293 (13),F_rolling_ball,1.0,0.0,1,-1
CP HEK293 (13),F_rolling_ball,1.0,1.0,1,-1
CP HEK293 (13),F_rolling_ball,1.0,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.2,-3.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.2,-2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.2,-1.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.2,0.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.2,1.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.2,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.3,-3.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.3,-2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.3,-1.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.3,0.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.3,1.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.3,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.4,-3.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.4,-2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.4,-1.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,0.4,0.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,0.4,1.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.4,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.5,-3.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.5,-2.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,0.5,-1.0,3,-1
CP HEK293 (13),G_rolling_ball_clahe,0.5,0.0,2,-1
CP HEK293 (13),G_rolling_ball_clahe,0.5,1.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.5,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.6,-3.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,0.6,-2.0,3,-1
CP HEK293 (13),G_rolling_ball_clahe,0.6,-1.0,5,-1
CP HEK293 (13),G_rolling_ball_clahe,0.6,0.0,2,-1
CP HEK293 (13),G_rolling_ball_clahe,0.6,1.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,0.6,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.7,-3.0,3,-1
CP HEK293 (13),G_rolling_ball_clahe,0.7,-2.0,6,-1
CP HEK293 (13),G_rolling_ball_clahe,0.7,-1.0,6,-1
CP HEK293 (13),G_rolling_ball_clahe,0.7,0.0,3,-1
CP HEK293 (13),G_rolling_ball_clahe,0.7,1.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,0.7,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.8,-3.0,8,-1
CP HEK293 (13),G_rolling_ball_clahe,0.8,-2.0,10,-1
CP HEK293 (13),G_rolling_ball_clahe,0.8,-1.0,6,-1
CP HEK293 (13),G_rolling_ball_clahe,0.8,0.0,3,-1
CP HEK293 (13),G_rolling_ball_clahe,0.8,1.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,0.8,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,0.9,-3.0,15,-1
CP HEK293 (13),G_rolling_ball_clahe,0.9,-2.0,13,-1
CP HEK293 (13),G_rolling_ball_clahe,0.9,-1.0,7,-1
CP HEK293 (13),G_rolling_ball_clahe,0.9,0.0,3,-1
CP HEK293 (13),G_rolling_ball_clahe,0.9,1.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,0.9,2.0,0,-1
CP HEK293 (13),G_rolling_ball_clahe,1.0,-3.0,30,-1
CP HEK293 (13),G_rolling_ball_clahe,1.0,-2.0,15,-1
CP HEK293 (13),G_rolling_ball_clahe,1.0,-1.0,7,-1
CP HEK293 (13),G_rolling_ball_clahe,1.0,0.0,3,-1
CP HEK293 (13),G_rolling_ball_clahe,1.0,1.0,1,-1
CP HEK293 (13),G_rolling_ball_clahe,1.0,2.0,0,-1
CP HEK293 (15),A_raw_gray,0.2,-3.0,1,-1
CP HEK293 (15),A_raw_gray,0.2,-2.0,9,-1
CP HEK293 (15),A_raw_gray,0.2,-1.0,88,-1
CP HEK293 (15),A_raw_gray,0.2,0.0,122,-1
CP HEK293 (15),A_raw_gray,0.2,1.0,115,-1
CP HEK293 (15),A_raw_gray,0.2,2.0,81,-1
CP HEK293 (15),A_raw_gray,0.3,-3.0,7,-1
CP HEK293 (15),A_raw_gray,0.3,-2.0,74,-1
CP HEK293 (15),A_raw_gray,0.3,-1.0,139,-1
CP HEK293 (15),A_raw_gray,0.3,0.0,161,-1
CP HEK293 (15),A_raw_gray,0.3,1.0,126,-1
CP HEK293 (15),A_raw_gray,0.3,2.0,90,-1
CP HEK293 (15),A_raw_gray,0.4,-3.0,71,-1
CP HEK293 (15),A_raw_gray,0.4,-2.0,141,-1
CP HEK293 (15),A_raw_gray,0.4,-1.0,184,-1
CP HEK293 (15),A_raw_gray,0.4,0.0,181,-1
CP HEK293 (15),A_raw_gray,0.4,1.0,129,-1
CP HEK293 (15),A_raw_gray,0.4,2.0,93,-1
CP HEK293 (15),A_raw_gray,0.5,-3.0,143,-1
CP HEK293 (15),A_raw_gray,0.5,-2.0,188,-1
CP HEK293 (15),A_raw_gray,0.5,-1.0,232,-1
CP HEK293 (15),A_raw_gray,0.5,0.0,194,-1
CP HEK293 (15),A_raw_gray,0.5,1.0,129,-1
CP HEK293 (15),A_raw_gray,0.5,2.0,94,-1
CP HEK293 (15),A_raw_gray,0.6,-3.0,196,-1
CP HEK293 (15),A_raw_gray,0.6,-2.0,238,-1
CP HEK293 (15),A_raw_gray,0.6,-1.0,265,-1
CP HEK293 (15),A_raw_gray,0.6,0.0,204,-1
CP HEK293 (15),A_raw_gray,0.6,1.0,132,-1
CP HEK293 (15),A_raw_gray,0.6,2.0,95,-1
CP HEK293 (15),A_raw_gray,0.7,-3.0,253,-1
CP HEK293 (15),A_raw_gray,0.7,-2.0,286,-1
CP HEK293 (15),A_raw_gray,0.7,-1.0,286,-1
CP HEK293 (15),A_raw_gray,0.7,0.0,212,-1
CP HEK293 (15),A_raw_gray,0.7,1.0,134,-1
CP HEK293 (15),A_raw_gray,0.7,2.0,96,-1
CP HEK293 (15),A_raw_gray,0.8,-3.0,313,-1
CP HEK293 (15),A_raw_gray,0.8,-2.0,332,-1
CP HEK293 (15),A_raw_gray,0.8,-1.0,298,-1
CP HEK293 (15),A_raw_gray,0.8,0.0,216,-1
CP HEK293 (15),A_raw_gray,0.8,1.0,136,-1
CP HEK293 (15),A_raw_gray,0.8,2.0,97,-1
CP HEK293 (15),A_raw_gray,0.9,-3.0,372,-1
CP HEK293 (15),A_raw_gray,0.9,-2.0,363,-1
CP HEK293 (15),A_raw_gray,0.9,-1.0,306,-1
CP HEK293 (15),A_raw_gray,0.9,0.0,218,-1
CP HEK293 (15),A_raw_gray,0.9,1.0,136,-1
CP HEK293 (15),A_raw_gray,0.9,2.0,98,-1
CP HEK293 (15),A_raw_gray,1.0,-3.0,423,-1
CP HEK293 (15),A_raw_gray,1.0,-2.0,390,-1
CP HEK293 (15),A_raw_gray,1.0,-1.0,315,-1
CP HEK293 (15),A_raw_gray,1.0,0.0,220,-1
CP HEK293 (15),A_raw_gray,1.0,1.0,136,-1
CP HEK293 (15),A_raw_gray,1.0,2.0,100,-1
CP HEK293 (15),B_channel,0.2,-3.0,1,-1
CP HEK293 (15),B_channel,0.2,-2.0,11,-1
CP HEK293 (15),B_channel,0.2,-1.0,88,-1
CP HEK293 (15),B_channel,0.2,0.0,126,-1
CP HEK293 (15),B_channel,0.2,1.0,117,-1
CP HEK293 (15),B_channel,0.2,2.0,84,-1
CP HEK293 (15),B_channel,0.3,-3.0,8,-1
CP HEK293 (15),B_channel,0.3,-2.0,77,-1
CP HEK293 (15),B_channel,0.3,-1.0,135,-1
CP HEK293 (15),B_channel,0.3,0.0,155,-1
CP HEK293 (15),B_channel,0.3,1.0,128,-1
CP HEK293 (15),B_channel,0.3,2.0,92,-1
CP HEK293 (15),B_channel,0.4,-3.0,67,-1
CP HEK293 (15),B_channel,0.4,-2.0,137,-1
CP HEK293 (15),B_channel,0.4,-1.0,173,-1
CP HEK293 (15),B_channel,0.4,0.0,179,-1
CP HEK293 (15),B_channel,0.4,1.0,133,-1
CP HEK293 (15),B_channel,0.4,2.0,94,-1
CP HEK293 (15),B_channel,0.5,-3.0,137,-1
CP HEK293 (15),B_channel,0.5,-2.0,180,-1
CP HEK293 (15),B_channel,0.5,-1.0,219,-1
CP HEK293 (15),B_channel,0.5,0.0,190,-1
CP HEK293 (15),B_channel,0.5,1.0,139,-1
CP HEK293 (15),B_channel,0.5,2.0,98,-1
CP HEK293 (15),B_channel,0.6,-3.0,190,-1
CP HEK293 (15),B_channel,0.6,-2.0,228,-1
CP HEK293 (15),B_channel,0.6,-1.0,256,-1
CP HEK293 (15),B_channel,0.6,0.0,198,-1
CP HEK293 (15),B_channel,0.6,1.0,141,-1
CP HEK293 (15),B_channel,0.6,2.0,103,-1
CP HEK293 (15),B_channel,0.7,-3.0,238,-1
CP HEK293 (15),B_channel,0.7,-2.0,278,-1
CP HEK293 (15),B_channel,0.7,-1.0,275,-1
CP HEK293 (15),B_channel,0.7,0.0,202,-1
CP HEK293 (15),B_channel,0.7,1.0,141,-1
CP HEK293 (15),B_channel,0.7,2.0,103,-1
CP HEK293 (15),B_channel,0.8,-3.0,307,-1
CP HEK293 (15),B_channel,0.8,-2.0,322,-1
CP HEK293 (15),B_channel,0.8,-1.0,286,-1
CP HEK293 (15),B_channel,0.8,0.0,206,-1
CP HEK293 (15),B_channel,0.8,1.0,142,-1
CP HEK293 (15),B_channel,0.8,2.0,103,-1
CP HEK293 (15),B_channel,0.9,-3.0,363,-1
CP HEK293 (15),B_channel,0.9,-2.0,359,-1
CP HEK293 (15),B_channel,0.9,-1.0,294,-1
CP HEK293 (15),B_channel,0.9,0.0,209,-1
CP HEK293 (15),B_channel,0.9,1.0,142,-1
CP HEK293 (15),B_channel,0.9,2.0,105,-1
CP HEK293 (15),B_channel,1.0,-3.0,423,-1
CP HEK293 (15),B_channel,1.0,-2.0,378,-1
CP HEK293 (15),B_channel,1.0,-1.0,301,-1
CP HEK293 (15),B_channel,1.0,0.0,213,-1
CP HEK293 (15),B_channel,1.0,1.0,142,-1
CP HEK293 (15),B_channel,1.0,2.0,106,-1
CP HEK293 (15),C_current_pipeline,0.2,-3.0,1,-1
CP HEK293 (15),C_current_pipeline,0.2,-2.0,8,-1
CP HEK293 (15),C_current_pipeline,0.2,-1.0,113,-1
CP HEK293 (15),C_current_pipeline,0.2,0.0,158,-1
CP HEK293 (15),C_current_pipeline,0.2,1.0,143,-1
CP HEK293 (15),C_current_pipeline,0.2,2.0,84,-1
CP HEK293 (15),C_current_pipeline,0.3,-3.0,6,-1
CP HEK293 (15),C_current_pipeline,0.3,-2.0,102,-1
CP HEK293 (15),C_current_pipeline,0.3,-1.0,168,-1
CP HEK293 (15),C_current_pipeline,0.3,0.0,188,-1
CP HEK293 (15),C_current_pipeline,0.3,1.0,151,-1
CP HEK293 (15),C_current_pipeline,0.3,2.0,96,-1
CP HEK293 (15),C_current_pipeline,0.4,-3.0,72,-1
CP HEK293 (15),C_current_pipeline,0.4,-2.0,162,-1
CP HEK293 (15),C_current_pipeline,0.4,-1.0,216,-1
CP HEK293 (15),C_current_pipeline,0.4,0.0,208,-1
CP HEK293 (15),C_current_pipeline,0.4,1.0,154,-1
CP HEK293 (15),C_current_pipeline,0.4,2.0,101,-1
CP HEK293 (15),C_current_pipeline,0.5,-3.0,148,-1
CP HEK293 (15),C_current_pipeline,0.5,-2.0,214,-1
CP HEK293 (15),C_current_pipeline,0.5,-1.0,261,-1
CP HEK293 (15),C_current_pipeline,0.5,0.0,218,-1
CP HEK293 (15),C_current_pipeline,0.5,1.0,157,-1
CP HEK293 (15),C_current_pipeline,0.5,2.0,104,-1
CP HEK293 (15),C_current_pipeline,0.6,-3.0,210,-1
CP HEK293 (15),C_current_pipeline,0.6,-2.0,268,-1
CP HEK293 (15),C_current_pipeline,0.6,-1.0,285,-1
CP HEK293 (15),C_current_pipeline,0.6,0.0,223,-1
CP HEK293 (15),C_current_pipeline,0.6,1.0,165,-1
CP HEK293 (15),C_current_pipeline,0.6,2.0,105,-1
CP HEK293 (15),C_current_pipeline,0.7,-3.0,271,-1
CP HEK293 (15),C_current_pipeline,0.7,-2.0,298,-1
CP HEK293 (15),C_current_pipeline,0.7,-1.0,295,-1
CP HEK293 (15),C_current_pipeline,0.7,0.0,225,-1
CP HEK293 (15),C_current_pipeline,0.7,1.0,165,-1
CP HEK293 (15),C_current_pipeline,0.7,2.0,108,-1
CP HEK293 (15),C_current_pipeline,0.8,-3.0,318,-1
CP HEK293 (15),C_current_pipeline,0.8,-2.0,344,-1
CP HEK293 (15),C_current_pipeline,0.8,-1.0,310,-1
CP HEK293 (15),C_current_pipeline,0.8,0.0,226,-1
CP HEK293 (15),C_current_pipeline,0.8,1.0,166,-1
CP HEK293 (15),C_current_pipeline,0.8,2.0,108,-1
CP HEK293 (15),C_current_pipeline,0.9,-3.0,375,-1
CP HEK293 (15),C_current_pipeline,0.9,-2.0,374,-1
CP HEK293 (15),C_current_pipeline,0.9,-1.0,312,-1
CP HEK293 (15),C_current_pipeline,0.9,0.0,226,-1
CP HEK293 (15),C_current_pipeline,0.9,1.0,166,-1
CP HEK293 (15),C_current_pipeline,0.9,2.0,109,-1
CP HEK293 (15),C_current_pipeline,1.0,-3.0,431,-1
CP HEK293 (15),C_current_pipeline,1.0,-2.0,388,-1
CP HEK293 (15),C_current_pipeline,1.0,-1.0,316,-1
CP HEK293 (15),C_current_pipeline,1.0,0.0,228,-1
CP HEK293 (15),C_current_pipeline,1.0,1.0,167,-1
CP HEK293 (15),C_current_pipeline,1.0,2.0,110,-1
CP HEK293 (15),D_clahe,0.2,-3.0,4,-1
CP HEK293 (15),D_clahe,0.2,-2.0,29,-1
CP HEK293 (15),D_clahe,0.2,-1.0,111,-1
CP HEK293 (15),D_clahe,0.2,0.0,163,-1
CP HEK293 (15),D_clahe,0.2,1.0,148,-1
CP HEK293 (15),D_clahe,0.2,2.0,96,-1
CP HEK293 (15),D_clahe,0.3,-3.0,34,-1
CP HEK293 (15),D_clahe,0.3,-2.0,114,-1
CP HEK293 (15),D_clahe,0.3,-1.0,177,-1
CP HEK293 (15),D_clahe,0.3,0.0,203,-1
CP HEK293 (15),D_clahe,0.3,1.0,160,-1
CP HEK293 (15),D_clahe,0.3,2.0,106,-1
CP HEK293 (15),D_clahe,0.4,-3.0,118,-1
CP HEK293 (15),D_clahe,0.4,-2.0,178,-1
CP HEK293 (15),D_clahe,0.4,-1.0,226,-1
CP HEK293 (15),D_clahe,0.4,0.0,231,-1
CP HEK293 (15),D_clahe,0.4,1.0,173,-1
CP HEK293 (15),D_clahe,0.4,2.0,108,-1
CP HEK293 (15),D_clahe,0.5,-3.0,183,-1
CP HEK293 (15),D_clahe,0.5,-2.0,235,-1
CP HEK293 (15),D_clahe,0.5,-1.0,279,-1
CP HEK293 (15),D_clahe,0.5,0.0,253,-1
CP HEK293 (15),D_clahe,0.5,1.0,181,-1
CP HEK293 (15),D_clahe,0.5,2.0,113,-1
CP HEK293 (15),D_clahe,0.6,-3.0,250,-1
CP HEK293 (15),D_clahe,0.6,-2.0,285,-1
CP HEK293 (15),D_clahe,0.6,-1.0,300,-1
CP HEK293 (15),D_clahe,0.6,0.0,265,-1
CP HEK293 (15),D_clahe,0.6,1.0,184,-1
CP HEK293 (15),D_clahe,0.6,2.0,113,-1
CP HEK293 (15),D_clahe,0.7,-3.0,305,-1
CP HEK293 (15),D_clahe,0.7,-2.0,327,-1
CP HEK293 (15),D_clahe,0.7,-1.0,328,-1
CP HEK293 (15),D_clahe,0.7,0.0,272,-1
CP HEK293 (15),D_clahe,0.7,1.0,189,-1
CP HEK293 (15),D_clahe,0.7,2.0,114,-1
CP HEK293 (15),D_clahe,0.8,-3.0,348,-1
CP HEK293 (15),D_clahe,0.8,-2.0,364,-1
CP HEK293 (15),D_clahe,0.8,-1.0,345,-1
CP HEK293 (15),D_clahe,0.8,0.0,273,-1
CP HEK293 (15),D_clahe,0.8,1.0,193,-1
CP HEK293 (15),D_clahe,0.8,2.0,115,-1
CP HEK293 (15),D_clahe,0.9,-3.0,393,-1
CP HEK293 (15),D_clahe,0.9,-2.0,386,-1
CP HEK293 (15),D_clahe,0.9,-1.0,356,-1
CP HEK293 (15),D_clahe,0.9,0.0,278,-1
CP HEK293 (15),D_clahe,0.9,1.0,194,-1
CP HEK293 (15),D_clahe,0.9,2.0,115,-1
CP HEK293 (15),D_clahe,1.0,-3.0,448,-1
CP HEK293 (15),D_clahe,1.0,-2.0,404,-1
CP HEK293 (15),D_clahe,1.0,-1.0,361,-1
CP HEK293 (15),D_clahe,1.0,0.0,282,-1
CP HEK293 (15),D_clahe,1.0,1.0,196,-1
CP HEK293 (15),D_clahe,1.0,2.0,116,-1
CP HEK293 (15),E_clahe_denoise,0.2,-3.0,0,-1
CP HEK293 (15),E_clahe_denoise,0.2,-2.0,25,-1
CP HEK293 (15),E_clahe_denoise,0.2,-1.0,103,-1
CP HEK293 (15),E_clahe_denoise,0.2,0.0,146,-1
CP HEK293 (15),E_clahe_denoise,0.2,1.0,141,-1
CP HEK293 (15),E_clahe_denoise,0.2,2.0,94,-1
CP HEK293 (15),E_clahe_denoise,0.3,-3.0,30,-1
CP HEK293 (15),E_clahe_denoise,0.3,-2.0,105,-1
CP HEK293 (15),E_clahe_denoise,0.3,-1.0,165,-1
CP HEK293 (15),E_clahe_denoise,0.3,0.0,190,-1
CP HEK293 (15),E_clahe_denoise,0.3,1.0,153,-1
CP HEK293 (15),E_clahe_denoise,0.3,2.0,102,-1
CP HEK293 (15),E_clahe_denoise,0.4,-3.0,107,-1
CP HEK293 (15),E_clahe_denoise,0.4,-2.0,167,-1
CP HEK293 (15),E_clahe_denoise,0.4,-1.0,202,-1
CP HEK293 (15),E_clahe_denoise,0.4,0.0,208,-1
CP HEK293 (15),E_clahe_denoise,0.4,1.0,160,-1
CP HEK293 (15),E_clahe_denoise,0.4,2.0,107,-1
CP HEK293 (15),E_clahe_denoise,0.5,-3.0,163,-1
CP HEK293 (15),E_clahe_denoise,0.5,-2.0,208,-1
