image,variant,flow_threshold,cellprob_threshold,cell_count,diameter_estimate
CP HEK293 (12),C_current_pipeline,0.3,2.0,2,-1
CP HEK293 (12),C_current_pipeline,0.4,-3.0,5,-1
CP HEK293 (12),C_current_pipeline,0.4,-2.0,12,-1
CP HEK293 (12),C_current_pipeline,0.4,-1.0,18,-1
CP HEK293 (12),C_current_pipeline,0.4,0.0,17,-1
CP HEK293 (12),C_current_pipeline,0.4,1.0,11,-1
CP HEK293 (12),C_current_pipeline,0.4,2.0,4,-1
CP HEK293 (12),C_current_pipeline,0.5,-3.0,13,-1
CP HEK293 (12),C_current_pipeline,0.5,-2.0,19,-1
CP HEK293 (12),C_current_pipeline,0.5,-1.0,21,-1
CP HEK293 (12),C_current_pipeline,0.5,0.0,19,-1
CP HEK293 (12),C_current_pipeline,0.5,1.0,13,-1
CP HEK293 (12),C_current_pipeline,0.5,2.0,6,-1
CP HEK293 (12),C_current_pipeline,0.6,-3.0,20,-1
CP HEK293 (12),C_current_pipeline,0.6,-2.0,22,-1
CP HEK293 (12),C_current_pipeline,0.6,-1.0,24,-1
CP HEK293 (12),C_current_pipeline,0.6,0.0,20,-1
CP HEK293 (12),C_current_pipeline,0.6,1.0,13,-1
CP HEK293 (12),C_current_pipeline,0.6,2.0,6,-1
CP HEK293 (12),C_current_pipeline,0.7,-3.0,22,-1
CP HEK293 (12),C_current_pipeline,0.7,-2.0,25,-1
CP HEK293 (12),C_current_pipeline,0.7,-1.0,26,-1
CP HEK293 (12),C_current_pipeline,0.7,0.0,20,-1
CP HEK293 (12),C_current_pipeline,0.7,1.0,13,-1
CP HEK293 (12),C_current_pipeline,0.7,2.0,6,-1
CP HEK293 (12),C_current_pipeline,0.8,-3.0,30,-1
CP HEK293 (12),C_current_pipeline,0.8,-2.0,29,-1
CP HEK293 (12),C_current_pipeline,0.8,-1.0,26,-1
CP HEK293 (12),C_current_pipeline,0.8,0.0,21,-1
CP HEK293 (12),C_current_pipeline,0.8,1.0,13,-1
CP HEK293 (12),C_current_pipeline,0.8,2.0,6,-1
CP HEK293 (12),C_current_pipeline,0.9,-3.0,41,-1
CP HEK293 (12),C_current_pipeline,0.9,-2.0,38,-1
CP HEK293 (12),C_current_pipeline,0.9,-1.0,26,-1
CP HEK293 (12),C_current_pipeline,0.9,0.0,21,-1
CP HEK293 (12),C_current_pipeline,0.9,1.0,13,-1
CP HEK293 (12),C_current_pipeline,0.9,2.0,6,-1
CP HEK293 (12),C_current_pipeline,1.0,-3.0,71,-1
CP HEK293 (12),C_current_pipeline,1.0,-2.0,52,-1
CP HEK293 (12),C_current_pipeline,1.0,-1.0,27,-1
CP HEK293 (12),C_current_pipeline,1.0,0.0,21,-1
CP HEK293 (12),C_current_pipeline,1.0,1.0,13,-1
CP HEK293 (12),C_current_pipeline,1.0,2.0,6,-1
CP HEK293 (12),D_clahe,0.2,-3.0,0,-1
CP HEK293 (12),D_clahe,0.2,-2.0,0,-1
CP HEK293 (12),D_clahe,0.2,-1.0,0,-1
CP HEK293 (12),D_clahe,0.2,0.0,0,-1
CP HEK293 (12),D_clahe,0.2,1.0,0,-1
CP HEK293 (12),D_clahe,0.2,2.0,0,-1
CP HEK293 (12),D_clahe,0.3,-3.0,0,-1
CP HEK293 (12),D_clahe,0.3,-2.0,0,-1
CP HEK293 (12),D_clahe,0.3,-1.0,0,-1
CP HEK293 (12),D_clahe,0.3,0.0,0,-1
CP HEK293 (12),D_clahe,0.3,1.0,0,-1
CP HEK293 (12),D_clahe,0.3,2.0,0,-1
CP HEK293 (12),D_clahe,0.4,-3.0,0,-1
CP HEK293 (12),D_clahe,0.4,-2.0,0,-1
CP HEK293 (12),D_clahe,0.4,-1.0,0,-1
CP HEK293 (12),D_clahe,0.4,0.0,0,-1
CP HEK293 (12),D_clahe,0.4,1.0,0,-1
CP HEK293 (12),D_clahe,0.4,2.0,0,-1
CP HEK293 (12),D_clahe,0.5,-3.0,0,-1
CP HEK293 (12),D_clahe,0.5,-2.0,1,-1
CP HEK293 (12),D_clahe,0.5,-1.0,1,-1
CP HEK293 (12),D_clahe,0.5,0.0,0,-1
CP HEK293 (12),D_clahe,0.5,1.0,0,-1
CP HEK293 (12),D_clahe,0.5,2.0,0,-1
CP HEK293 (12),D_clahe,0.6,-3.0,1,-1
CP HEK293 (12),D_clahe,0.6,-2.0,2,-1
CP HEK293 (12),D_clahe,0.6,-1.0,4,-1
CP HEK293 (12),D_clahe,0.6,0.0,0,-1
CP HEK293 (12),D_clahe,0.6,1.0,0,-1
CP HEK293 (12),D_clahe,0.6,2.0,0,-1
CP HEK293 (12),D_clahe,0.7,-3.0,4,-1
CP HEK293 (12),D_clahe,0.7,-2.0,8,-1
CP HEK293 (12),D_clahe,0.7,-1.0,7,-1
CP HEK293 (12),D_clahe,0.7,0.0,0,-1
CP HEK293 (12),D_clahe,0.7,1.0,0,-1
CP HEK293 (12),D_clahe,0.7,2.0,0,-1
CP HEK293 (12),D_clahe,0.8,-3.0,13,-1
CP HEK293 (12),D_clahe,0.8,-2.0,17,-1
CP HEK293 (12),D_clahe,0.8,-1.0,8,-1
CP HEK293 (12),D_clahe,0.8,0.0,0,-1
CP HEK293 (12),D_clahe,0.8,1.0,0,-1
CP HEK293 (12),D_clahe,0.8,2.0,0,-1
CP HEK293 (12),D_clahe,0.9,-3.0,30,-1
CP HEK293 (12),D_clahe,0.9,-2.0,25,-1
CP HEK293 (12),D_clahe,0.9,-1.0,9,-1
CP HEK293 (12),D_clahe,0.9,0.0,0,-1
CP HEK293 (12),D_clahe,0.9,1.0,0,-1
CP HEK293 (12),D_clahe,0.9,2.0,0,-1
CP HEK293 (12),D_clahe,1.0,-3.0,58,-1
CP HEK293 (12),D_clahe,1.0,-2.0,36,-1
CP HEK293 (12),D_clahe,1.0,-1.0,9,-1
CP HEK293 (12),D_clahe,1.0,0.0,0,-1
CP HEK293 (12),D_clahe,1.0,1.0,0,-1
CP HEK293 (12),D_clahe,1.0,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.2,-3.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.2,-2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.2,-1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.2,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.2,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.2,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.3,-3.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.3,-2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.3,-1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.3,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.3,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.3,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.4,-3.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.4,-2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.4,-1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.4,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.4,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.4,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.5,-3.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.5,-2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.5,-1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.5,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.5,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.5,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.6,-3.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.6,-2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.6,-1.0,2,-1
CP HEK293 (12),E_clahe_denoise,0.6,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.6,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.6,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.7,-3.0,1,-1
CP HEK293 (12),E_clahe_denoise,0.7,-2.0,2,-1
CP HEK293 (12),E_clahe_denoise,0.7,-1.0,2,-1
CP HEK293 (12),E_clahe_denoise,0.7,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.7,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.7,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.8,-3.0,4,-1
CP HEK293 (12),E_clahe_denoise,0.8,-2.0,8,-1
CP HEK293 (12),E_clahe_denoise,0.8,-1.0,2,-1
CP HEK293 (12),E_clahe_denoise,0.8,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.8,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.8,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.9,-3.0,20,-1
CP HEK293 (12),E_clahe_denoise,0.9,-2.0,17,-1
CP HEK293 (12),E_clahe_denoise,0.9,-1.0,2,-1
CP HEK293 (12),E_clahe_denoise,0.9,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.9,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,0.9,2.0,0,-1
CP HEK293 (12),E_clahe_denoise,1.0,-3.0,39,-1
CP HEK293 (12),E_clahe_denoise,1.0,-2.0,17,-1
CP HEK293 (12),E_clahe_denoise,1.0,-1.0,2,-1
CP HEK293 (12),E_clahe_denoise,1.0,0.0,0,-1
CP HEK293 (12),E_clahe_denoise,1.0,1.0,0,-1
CP HEK293 (12),E_clahe_denoise,1.0,2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.2,-3.0,0,-1
CP HEK293 (12),F_rolling_ball,0.2,-2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.2,-1.0,1,-1
CP HEK293 (12),F_rolling_ball,0.2,0.0,1,-1
CP HEK293 (12),F_rolling_ball,0.2,1.0,1,-1
CP HEK293 (12),F_rolling_ball,0.2,2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.3,-3.0,0,-1
CP HEK293 (12),F_rolling_ball,0.3,-2.0,1,-1
CP HEK293 (12),F_rolling_ball,0.3,-1.0,2,-1
CP HEK293 (12),F_rolling_ball,0.3,0.0,4,-1
CP HEK293 (12),F_rolling_ball,0.3,1.0,2,-1
CP HEK293 (12),F_rolling_ball,0.3,2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.4,-3.0,1,-1
CP HEK293 (12),F_rolling_ball,0.4,-2.0,4,-1
CP HEK293 (12),F_rolling_ball,0.4,-1.0,4,-1
CP HEK293 (12),F_rolling_ball,0.4,0.0,4,-1
CP HEK293 (12),F_rolling_ball,0.4,1.0,2,-1
CP HEK293 (12),F_rolling_ball,0.4,2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.5,-3.0,4,-1
CP HEK293 (12),F_rolling_ball,0.5,-2.0,4,-1
CP HEK293 (12),F_rolling_ball,0.5,-1.0,5,-1
CP HEK293 (12),F_rolling_ball,0.5,0.0,4,-1
CP HEK293 (12),F_rolling_ball,0.5,1.0,4,-1
CP HEK293 (12),F_rolling_ball,0.5,2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.6,-3.0,4,-1
CP HEK293 (12),F_rolling_ball,0.6,-2.0,5,-1
CP HEK293 (12),F_rolling_ball,0.6,-1.0,7,-1
CP HEK293 (12),F_rolling_ball,0.6,0.0,4,-1
CP HEK293 (12),F_rolling_ball,0.6,1.0,4,-1
CP HEK293 (12),F_rolling_ball,0.6,2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.7,-3.0,5,-1
CP HEK293 (12),F_rolling_ball,0.7,-2.0,9,-1
CP HEK293 (12),F_rolling_ball,0.7,-1.0,8,-1
CP HEK293 (12),F_rolling_ball,0.7,0.0,4,-1
CP HEK293 (12),F_rolling_ball,0.7,1.0,4,-1
CP HEK293 (12),F_rolling_ball,0.7,2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.8,-3.0,13,-1
CP HEK293 (12),F_rolling_ball,0.8,-2.0,14,-1
CP HEK293 (12),F_rolling_ball,0.8,-1.0,8,-1
CP HEK293 (12),F_rolling_ball,0.8,0.0,4,-1
CP HEK293 (12),F_rolling_ball,0.8,1.0,4,-1
CP HEK293 (12),F_rolling_ball,0.8,2.0,0,-1
CP HEK293 (12),F_rolling_ball,0.9,-3.0,19,-1
CP HEK293 (12),F_rolling_ball,0.9,-2.0,16,-1
CP HEK293 (12),F_rolling_ball,0.9,-1.0,8,-1
CP HEK293 (12),F_rolling_ball,0.9,0.0,4,-1
CP HEK293 (12),F_rolling_ball,0.9,1.0,4,-1
CP HEK293 (12),F_rolling_ball,0.9,2.0,0,-1
CP HEK293 (12),F_rolling_ball,1.0,-3.0,30,-1
CP HEK293 (12),F_rolling_ball,1.0,-2.0,19,-1
CP HEK293 (12),F_rolling_ball,1.0,-1.0,9,-1
CP HEK293 (12),F_rolling_ball,1.0,0.0,4,-1
CP HEK293 (12),F_rolling_ball,1.0,1.0,4,-1
CP HEK293 (12),F_rolling_ball,1.0,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.2,-3.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.2,-2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.2,-1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.2,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.2,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.2,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.3,-3.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.3,-2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.3,-1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.3,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.3,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.3,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.4,-3.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.4,-2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.4,-1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.4,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.4,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.4,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.5,-3.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.5,-2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.5,-1.0,2,-1
CP HEK293 (12),G_rolling_ball_clahe,0.5,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.5,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.5,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.6,-3.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.6,-2.0,2,-1
CP HEK293 (12),G_rolling_ball_clahe,0.6,-1.0,4,-1
CP HEK293 (12),G_rolling_ball_clahe,0.6,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.6,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.6,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.7,-3.0,4,-1
CP HEK293 (12),G_rolling_ball_clahe,0.7,-2.0,6,-1
CP HEK293 (12),G_rolling_ball_clahe,0.7,-1.0,4,-1
CP HEK293 (12),G_rolling_ball_clahe,0.7,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.7,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.7,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.8,-3.0,9,-1
CP HEK293 (12),G_rolling_ball_clahe,0.8,-2.0,12,-1
CP HEK293 (12),G_rolling_ball_clahe,0.8,-1.0,4,-1
CP HEK293 (12),G_rolling_ball_clahe,0.8,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.8,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.8,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.9,-3.0,21,-1
CP HEK293 (12),G_rolling_ball_clahe,0.9,-2.0,16,-1
CP HEK293 (12),G_rolling_ball_clahe,0.9,-1.0,5,-1
CP HEK293 (12),G_rolling_ball_clahe,0.9,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.9,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,0.9,2.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,1.0,-3.0,49,-1
CP HEK293 (12),G_rolling_ball_clahe,1.0,-2.0,26,-1
CP HEK293 (12),G_rolling_ball_clahe,1.0,-1.0,5,-1
CP HEK293 (12),G_rolling_ball_clahe,1.0,0.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,1.0,1.0,0,-1
CP HEK293 (12),G_rolling_ball_clahe,1.0,2.0,0,-1
CP HEK293 (13),A_raw_gray,0.2,-3.0,0,-1
CP HEK293 (13),A_raw_gray,0.2,-2.0,0,-1
CP HEK293 (13),A_raw_gray,0.2,-1.0,0,-1
CP HEK293 (13),A_raw_gray,0.2,0.0,0,-1
CP HEK293 (13),A_raw_gray,0.2,1.0,0,-1
CP HEK293 (13),A_raw_gray,0.2,2.0,0,-1
CP HEK293 (13),A_raw_gray,0.3,-3.0,0,-1
CP HEK293 (13),A_raw_gray,0.3,-2.0,0,-1
CP HEK293 (13),A_raw_gray,0.3,-1.0,0,-1
CP HEK293 (13),A_raw_gray,0.3,0.0,0,-1
CP HEK293 (13),A_raw_gray,0.3,1.0,0,-1
CP HEK293 (13),A_raw_gray,0.3,2.0,0,-1
CP HEK293 (13),A_raw_gray,0.4,-3.0,0,-1
CP HEK293 (13),A_raw_gray,0.4,-2.0,0,-1
CP HEK293 (13),A_raw_gray,0.4,-1.0,0,-1
CP HEK293 (13),A_raw_gray,0.4,0.0,1,-1
CP HEK293 (13),A_raw_gray,0.4,1.0,0,-1
CP HEK293 (13),A_raw_gray,0.4,2.0,0,-1
CP HEK293 (13),A_raw_gray,0.5,-3.0,0,-1
CP HEK293 (13),A_raw_gray,0.5,-2.0,1,-1
CP HEK293 (13),A_raw_gray,0.5,-1.0,2,-1
CP HEK293 (13),A_raw_gray,0.5,0.0,1,-1
CP HEK293 (13),A_raw_gray,0.5,1.0,0,-1
CP HEK293 (13),A_raw_gray,0.5,2.0,0,-1
CP HEK293 (13),A_raw_gray,0.6,-3.0,1,-1
CP HEK293 (13),A_raw_gray,0.6,-2.0,2,-1
CP HEK293 (13),A_raw_gray,0.6,-1.0,4,-1
CP HEK293 (13),A_raw_gray,0.6,0.0,1,-1
CP HEK293 (13),A_raw_gray,0.6,1.0,1,-1
CP HEK293 (13),A_raw_gray,0.6,2.0,0,-1
CP HEK293 (13),A_raw_gray,0.7,-3.0,2,-1
CP HEK293 (13),A_raw_gray,0.7,-2.0,5,-1
CP HEK293 (13),A_raw_gray,0.7,-1.0,5,-1
CP HEK293 (13),A_raw_gray,0.7,0.0,1,-1
CP HEK293 (13),A_raw_gray,0.7,1.0,1,-1
CP HEK293 (13),A_raw_gray,0.7,2.0,0,-1
CP HEK293 (13),A_raw_gray,0.8,-3.0,8,-1
CP HEK293 (13),A_raw_gray,0.8,-2.0,11,-1
CP HEK293 (13),A_raw_gray,0.8,-1.0,5,-1
CP HEK293 (13),A_raw_gray,0.8,0.0,1,-1
CP HEK293 (13),A_raw_gray,0.8,1.0,1,-1
CP HEK293 (13),A_raw_gray,0.8,2.0,0,-1
CP HEK293 (13),A_raw_gray,0.9,-3.0,20,-1
CP HEK293 (13),A_raw_gray,0.9,-2.0,16,-1
CP HEK293 (13),A_raw_gray,0.9,-1.0,6,-1
CP HEK293 (13),A_raw_gray,0.9,0.0,1,-1
CP HEK293 (13),A_raw_gray,0.9,1.0,1,-1
CP HEK293 (13),A_raw_gray,0.9,2.0,0,-1
CP HEK293 (13),A_raw_gray,1.0,-3.0,37,-1
CP HEK293 (13),A_raw_gray,1.0,-2.0,29,-1
CP HEK293 (13),A_raw_gray,1.0,-1.0,8,-1
CP HEK293 (13),A_raw_gray,1.0,0.0,1,-1
CP HEK293 (13),A_raw_gray,1.0,1.0,1,-1
CP HEK293 (13),A_raw_gray,1.0,2.0,0,-1
CP HEK293 (13),B_channel,0.2,-3.0,0,-1
CP HEK293 (13),B_channel,0.2,-2.0,0,-1
CP HEK293 (13),B_channel,0.2,-1.0,0,-1
CP HEK293 (13),B_channel,0.2,0.0,0,-1
CP HEK293 (13),B_channel,0.2,1.0,0,-1
CP HEK293 (13),B_channel,0.2,2.0,0,-1
CP HEK293 (13),B_channel,0.3,-3.0,0,-1
CP HEK293 (13),B_channel,0.3,-2.0,0,-1
CP HEK293 (13),B_channel,0.3,-1.0,0,-1
CP HEK293 (13),B_channel,0.3,0.0,0,-1
CP HEK293 (13),B_channel,0.3,1.0,0,-1
CP HEK293 (13),B_channel,0.3,2.0,0,-1
CP HEK293 (13),B_channel,0.4,-3.0,0,-1
CP HEK293 (13),B_channel,0.4,-2.0,0,-1
CP HEK293 (13),B_channel,0.4,-1.0,1,-1
CP HEK293 (13),B_channel,0.4,0.0,1,-1
CP HEK293 (13),B_channel,0.4,1.0,0,-1
CP HEK293 (13),B_channel,0.4,2.0,0,-1
CP HEK293 (13),B_channel,0.5,-3.0,0,-1
CP HEK293 (13),B_channel,0.5,-2.0,1,-1
CP HEK293 (13),B_channel,0.5,-1.0,2,-1
CP HEK293 (13),B_channel,0.5,0.0,1,-1
CP HEK293 (13),B_channel,0.5,1.0,0,-1
CP HEK293 (13),B_channel,0.5,2.0,0,-1
CP HEK293 (13),B_channel,0.6,-3.0,1,-1
CP HEK293 (13),B_channel,0.6,-2.0,2,-1
CP HEK293 (13),B_channel,0.6,-1.0,5,-1
CP HEK293 (13),B_channel,0.6,0.0,2,-1
CP HEK293 (13),B_channel,0.6,1.0,1,-1
CP HEK293 (13),B_channel,0.6,2.0,0,-1
CP HEK293 (13),B_channel,0.7,-3.0,3,-1
CP HEK293 (13),B_channel,0.7,-2.0,7,-1
CP HEK293 (13),B_channel,0.7,-1.0,8,-1
CP HEK293 (13),B_channel,0.7,0.0,2,-1
CP HEK293 (13),B_channel,0.7,1.0,1,-1
CP HEK293 (13),B_channel,0.7,2.0,0,-1
CP HEK293 (13),B_channel,0.8,-3.0,11,-1
CP HEK293 (13),B_channel,0.8,-2.0,13,-1
CP HEK293 (13),B_channel,0.8,-1.0,9,-1
CP HEK293 (13),B_channel,0.8,0.0,2,-1
CP HEK293 (13),B_channel,0.8,1.0,1,-1
CP HEK293 (13),B_channel,0.8,2.0,0,-1
CP HEK293 (13),B_channel,0.9,-3.0,19,-1
CP HEK293 (13),B_channel,0.9,-2.0,17,-1
CP HEK293 (13),B_channel,0.9,-1.0,10,-1
CP HEK293 (13),B_channel,0.9,0.0,2,-1
CP HEK293 (13),B_channel,0.9,1.0,1,-1
CP HEK293 (13),B_channel,0.9,2.0,0,-1
CP HEK293 (13),B_channel,1.0,-3.0,42,-1
CP HEK293 (13),B_channel,1.0,-2.0,28,-1
CP HEK293 (13),B_channel,1.0,-1.0,14,-1
CP HEK293 (13),B_channel,1.0,0.0,2,-1
CP HEK293 (13),B_channel,1.0,1.0,1,-1
CP HEK293 (13),B_channel,1.0,2.0,0,-1
CP HEK293 (13),C_current_pipeline,0.2,-3.0,0,-1
CP HEK293 (13),C_current_pipeline,0.2,-2.0,0,-1
CP HEK293 (13),C_current_pipeline,0.2,-1.0,2,-1
CP HEK293 (13),C_current_pipeline,0.2,0.0,4,-1
CP HEK293 (13),C_current_pipeline,0.2,1.0,2,-1
CP HEK293 (13),C_current_pipeline,0.2,2.0,1,-1
CP HEK293 (13),C_current_pipeline,0.3,-3.0,0,-1
CP HEK293 (13),C_current_pipeline,0.3,-2.0,2,-1
CP HEK293 (13),C_current_pipeline,0.3,-1.0,7,-1
CP HEK293 (13),C_current_pipeline,0.3,0.0,8,-1
CP HEK293 (13),C_current_pipeline,0.3,1.0,2,-1
CP HEK293 (13),C_current_pipeline,0.3,2.0,1,-1
CP HEK293 (13),C_current_pipeline,0.4,-3.0,1,-1
CP HEK293 (13),C_current_pipeline,0.4,-2.0,7,-1
CP HEK293 (13),C_current_pipeline,0.4,-1.0,10,-1
CP HEK293 (13),C_current_pipeline,0.4,0.0,11,-1
CP HEK293 (13),C_current_pipeline,0.4,1.0,4,-1
CP HEK293 (13),C_current_pipeline,0.4,2.0,1,-1
CP HEK293 (13),C_current_pipeline,0.5,-3.0,6,-1
CP HEK293 (13),C_current_pipeline,0.5,-2.0,10,-1
CP HEK293 (13),C_current_pipeline,0.5,-1.0,17,-1
CP HEK293 (13),C_current_pipeline,0.5,0.0,12,-1
CP HEK293 (13),C_current_pipeline,0.5,1.0,5,-1
CP HEK293 (13),C_current_pipeline,0.5,2.0,1,-1
CP HEK293 (13),C_current_pipeline,0.6,-3.0,11,-1
CP HEK293 (13),C_current_pipeline,0.6,-2.0,16,-1
CP HEK293 (13),C_current_pipeline,0.6,-1.0,20,-1
CP HEK293 (13),C_current_pipeline,0.6,0.0,15,-1
CP HEK293 (13),C_current_pipeline,0.6,1.0,5,-1
CP HEK293 (13),C_current_pipeline,0.6,2.0,1,-1
CP HEK293 (13),C_current_pipeline,0.7,-3.0,17,-1
CP HEK293 (13),C_current_pipeline,0.7,-2.0,22,-1
CP HEK293 (13),C_current_pipeline,0.7,-1.0,23,-1
CP HEK293 (13),C_current_pipeline,0.7,0.0,15,-1
CP HEK293 (13),C_current_pipeline,0.7,1.0,5,-1
CP HEK293 (13),C_current_pipeline,0.7,2.0,1,-1
CP HEK293 (13),C_current_pipeline,0.8,-3.0,23,-1
CP HEK293 (13),C_current_pipeline,0.8,-2.0,27,-1
CP HEK293 (13),C_current_pipeline,0.8,-1.0,23,-1
CP HEK293 (13),C_current_pipeline,0.8,0.0,16,-1
CP HEK293 (13),C_current_pipeline,0.8,1.0,6,-1
CP HEK293 (13),C_current_pipeline,0.8,2.0,1,-1
CP HEK293 (13),C_current_pipeline,0.9,-3.0,36,-1
CP HEK293 (13),C_current_pipeline,0.9,-2.0,35,-1
CP HEK293 (13),C_current_pipeline,0.9,-1.0,23,-1
CP HEK293 (13),C_current_pipeline,0.9,0.0,16,-1
CP HEK293 (13),C_current_pipeline,0.9,1.0,6,-1
CP HEK293 (13),C_current_pipeline,0.9,2.0,1,-1
CP HEK293 (13),C_current_pipeline,1.0,-3.0,56,-1
CP HEK293 (13),C_current_pipeline,1.0,-2.0,45,-1
CP HEK293 (13),C_current_pipeline,1.0,-1.0,26,-1
CP HEK293 (13),C_current_pipeline,1.0,0.0,16,-1
CP HEK293 (13),C_current_pipeline,1.0,1.0,6,-1
CP HEK293 (13),C_current_pipeline,1.0,2.0,1,-1
CP HEK293 (13),D_clahe,0.2,-3.0,0,-1
CP HEK293 (13),D_clahe,0.2,-2.0,0,-1
CP HEK293 (13),D_clahe,0.2,-1.0,0,-1
CP HEK293 (13),D_clahe,0.2,0.0,0,-1
CP HEK293 (13),D_clahe,0.2,1.0,0,-1
CP HEK293 (13),D_clahe,0.2,2.0,0,-1
CP HEK293 (13),D_clahe,0.3,-3.0,0,-1
CP HEK293 (13),D_clahe,0.3,-2.0,0,-1
CP HEK293 (13),D_clahe,0.3,-1.0,0,-1
CP HEK293 (13),D_clahe,0.3,0.0,0,-1
CP HEK293 (13),D_clahe,0.3,1.0,0,-1
CP HEK293 (13),D_clahe,0.3,2.0,0,-1
CP HEK293 (13),D_clahe,0.4,-3.0,0,-1
CP HEK293 (13),D_clahe,0.4,-2.0,0,-1
CP HEK293 (13),D_clahe,0.4,-1.0,0,-1
